geo,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.61,9.7,14.3,19.9,15.2,0,0,0,0,0,0,0,0,8.61,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,3.76,0,0,3.78,3.52,3.71,3.7
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0,0,5.58,0,0,
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,3.4,1.82,1.61,1.58,1.38,1.23,1.49,2.62,4.48,7.44,5.41,4.09,2.58,0,2.2,3.03,2.87,2.78,3.21,3.38,2.43,3.22,4.64,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,11.1,12.5,13.3,12.6,10.2,11.1,11.9,16,19.4,20.1,18.7,17,17.7,15.5,12.3,9.9,8.36,11.4,14.2,13.6,13.5,14,12.8,10.3,8.77,7.9
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1.5,2.1,2.8,4.5,8.07,12.1,15.3,9.34,7.39,7.13,6.38,7.32,7.2,6.79,5.4,5.63,6.02,5.68,6.06,4.89,3.96,3.99,5.9,7.42,8.16,8.39,9.42,8.92,8.05,7.49,5.77
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3,21.1,22.7,23.1,23.5,23.6,21.2,20,18.6,18.8,19.7,21.9,22.8,22.6,22.8,23,23.1,23.2,24.5,25.5
South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41,5.29,5.45,5.05,4.98,5.05,4.89,4.6,3.73,4.65,6.2,5.74,5.49,5.21,4.76,4.99,4.92,3.92,3.02,3.06,2.91,2.69,2.76,3.29,2.84,2.32,2.36,2.82,7.83,7.19,5,4.5,3.7,3.8,3.9,4,3.8,3.7,3.6,4.1,4,3.6,3.4,3.3,3.6,3.7,3.8,3.8
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,0,0,
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,3.94,5.02,3.3,5.06,6.56,8.17,10.8,13.4,14.9,16.2,19.1,20.2,19.6,17,15.6,13.1,12,12,13.5,18.4,19.8,17.9,17.6,16.1,13.6,10.8,9.48,7.35,7.86,8.27,8.33,7.13,6.35,6.41,10.1,17.6,19.6,21,24.6,25.6,23.6,20.8,18.1,15.7
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.72,0,0,0,0,0,6.65,5.78,6.2,6.6,6.02,6.2,5.55,4.81,4.31,3.62,4.29,3.51,2.68,2.76,3.13,2.87,3,2.9,
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.25,0,0,0,0,0,0,0,0,0,0,5.36,0,0,0,0,0,0,0,0,0,5.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.2,12.4,11.8,13.8,17.7,18,16,12.6,0,17.3,17.2,17.5,15,12.4,10,11,14.4,0,17.6,17.1,20.7,0,21.3,19.4,
St. Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,18.4,0,0,0,0,0,0,0,0,0,22.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,0,0,0,0,21.2,0,13.1,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.7,9,0,0,0,0,0,0,0,
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,13.1,12.6,0,13.7,11.9,11.4,7.04,7.87,7.51,7.19,9.89,0,0,0,0,0,0,0,0,0,4.84,3.6,4.21,5.08,3.63,3.52,4.38,0,
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82,1.35,2.36,2.51,2.22,1.66,1.32,1.28,1.1,1.5,1.4,1.3,1.8,2.99,3.42,3.01,2.78,2.27,2.13,1.8,1.4,1.86,3.51,6.73,10.9,10.9,9.84,10.4,11,9.74,8.28,5.89,5.03,5.28,6.05,7.16,7.59,6.9,5.88,5.94,8.66,8.69,7.84,8.21,8.2,8.19,7.56,7.36,6.97
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.8,0.4,0.3,0.3,0.2,0.2,0.4,0.8,1,0.8,0.7,0.6,0.6,0.5,1.71,1.22,2.26,3.07,3.47,2.88,3.41,4.37,3.17,2.81,2.3,1.7,2.78,3.81,3.94,3.89,3.4,2.93,2.82,3.77,4.48,4.08,4.28,4.6,4.69,4.7,4.84,4.57
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,8.1,4.5,5.2,5.3,0,6.1,4.6,4.5,3.8,0,0,0,3.85,4.1,0,0,0,0,5.04,0,5.15,0,7.6,6.8,5.5,0,13.1,0,6,1.6,8.22,8.3,7.75,0,0,5.28,5.21,8.35,5.68,6.23,10.4,0,0,0,0,0,
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1.2,1.6,1.9,2.4,2.4,0,0,0,0,0,0,0,0,0,0,0,6.83,0,0,0,0,0,0,0,
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,0,0,0,0,0,0,3.03,4.7,0,0,0,2.1,0,0,2.2,0,2.62,0,2.1,1.57,0,0,
Thailand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.56,1.04,1.05,0.95,1.1,1.05,1.46,2.33,3.89,3.94,4.13,3.12,4.23,2.61,1.24,2.03,1.96,1.24,1.21,1.13,0.9,1.03,0.85,4.36,4.03,3.53,3.35,2.5,2.23,2.06,1.95,1.58,1.53,1.48,1.53,0.621,0.65,0.62,0.5,0.585,0.589,0.666,
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.85,0,0,11.2,0,0,0,
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.18,0,0,0,0,0,
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.79,0,0,0,0,0,0,0,0,0,0,0,0,0,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,12.7,13.1,0,7.9,5.97,5.79,5.26,5.79,5.53,5.92,7.52,9.13,8.91,20.6,21,20.7,22,15.8,17.1,17.7,16.1,15.1,13.2,12.3,11.3,10.9,10.2,8.6,7.82,8.26,6.41,5.85,4.5,0,0,0,3.41,2.73,2.86,2.11,1.98,1.93,2.99,
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,15.5,0,14.8,14.6,14,14.1,13.9,0,12.1,11.5,11.3,11.1,11.3,10.9,15,14.6,13.3,0,12.5,12.5,12.4
Turkey,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.95,10.1,8.94,11.3,0,0,7.3,7.98,7.8,8.68,8.82,8.82,8.78,7.77,6.9,6.47,6.92,7.73,6.58,8.72,10.7,10.7,10.8,10.4,8.59,8.77,9.61,12.5,10.4,8.27,7.63,7.93,9.03,9.18,9.55,9.37
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5.3,0,0,0,0,0,0,
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,1.17,0,0,0,0,0,0,0,0,0,2.6,2.7,0,1.7,0,0,0,0,0,0,2.87,1.37,0,0,0,
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,6.3,8.02,9.47,11.9,4,3.8,3.3,3.4,3.4,3.4,3.2,2.7,2.3,3.4,10.3,0,0,0,0,0,10.1,10.8,
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87,0,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0,0,0,0,0,1.72,0,0,0,0,2.18,0,0,0,0,2.5,0,0,1.98,2.44,0,0,0,0,0,0,1.07,1.41
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,5,3.5,3.6,5.4,7,7.3,7,6.5,8.3,12.9,13.1,12,11.5,11.8,12,11.5,9.28,7.62,7.24,9.43,11.6,12.4,11.4,10.1,9.66,8.08,6.88,6.78,6.14,5.18,5.61,5.43,4.94,5.14,5.69,5.52,6.06,8.49,8.57,8.64,8.32,7.95,6.36,5.46,4.93,4.44
United States,3.6,5.9,5.1,2.8,2.8,2.8,5.3,4.2,3.8,4.1,6.8,5.2,5.4,6.4,5.2,5.2,4.6,4,3.2,3.1,2.9,2.8,4.4,5.3,5,4.2,4.9,7.9,7.1,6.3,5.3,5.1,6.9,7.4,9.9,9.9,7.4,7,6.9,6.2,5.5,5.2,5.7,7.2,7.9,7.2,6.17,5.63,5.44,4.94,4.42,4.11,3.9,4.8,5.93,6.27,5.64,5.07,4.62,4.73,6.1,10.3,10.5,9.37,8.23,7.64,6.26,5.37,4.94,4.4
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5,7.1,7.7,7.8,7,0,0,0,0,0,0,5.1,9.1,0,9.27,0,8.5,6.7,0,0,6.85,7.15,6.83,6.47,6.95,7.86,9.14,0,7.47,8.7,10.6,11.2,13.5,13,10.1,9.36,8.15,6.71,5.62,5.51,5.27,4.84,4.91,4.99,5.06,6.36,6.5,6.56
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86,0,0,0,0,0,0,0,
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.44,0,6.45,0,7.5,8.86,12.5,13.8,13.6,11.3,9.83,7.76,10.1,10.8,9.49,8.04,6.98,0,8.95,10.3,9.8,9.87,13.4,13.6,10.1,14.4,14.4,13.2,11.3,9.11,7.99,7.09,7.43,7.81,7.84,7.17,6.83,6.41,6.25,0,
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,3.19,2.42,2.25,2.37,2.27,1.92,1.88,1.86,0,0,2.12,0,1.89,1.15,1.09,1.12,1.41,1.4,1.99,1.99,2.05
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.33,0,0,0,0,12.5,0,0,0,0,13,11.9,12.1,11.8,11.5,11.3,12.4,0,0,0,12.3,0,0,
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,14.1,16.3,0,18.9,0,0,14.9,0,13,0,14.1,0,0,0,0,0,0,0,8.14,0,0,0,0,0,0,0,0,
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.8,0,0,0,0,6.51,0,0,0,0,0,0,6.76,0,0,8.73,0,7.28,0,0,0,0,4.26,0,0,0,0,0,0,4.73,12.1,0,6.72,0,0,
