geo,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Honduras,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0,0,0,0,0,0,0,8.6,0,0,0,13,12.2,0,0,4.31,4.28,3.12,0,0,3.17,4.35,3.32,3.84,3.98,0,3.96,3.63,4.65,4.79,4.07,3.13,2.63,2.77,2.74,3.37,3.45,3.01,3.51,4.59,3.46,4.13,
Hungary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,9.2,14,13.5,12.1,11.3,10.8,9.87,9.59,7.5,7.19,6.32,6.05,6.13,5.81,6.99,7.14,7.13,7.66,10.3,11.6,11.1,11.3,10.2,7.57,6.62,5.12,3.81
Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.5,0.9,0.9,0.6,0.5,0.3,0.4,1.2,1.4,2.26,3.8,4.96,5.14,5.45,3.73,3.64,2.43,1.64,1.32,1.56,3.29,4.02,5.15,2.6,2.64,2.24,3.25,8.56,8.31,7.77,6.31,5.65,5,3.91,2.92,2.76
India,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,0,0,0,0,0,2.85,0,0,0,0,4.1,0,0,0,0,3.26,0,2.4,0,0,0,0,
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9,1.37,2.89,0,1.37,0,2.57,0,0,2.15,2.61,2.63,2.76,0,2.43,2.32,2.59,0,0,0,3.71,0,5.04,5.96,5.68,5.3,5.89,5.71,6.24,6.78,6.59,6.95,6.66,5.74,5.13,4.9,4.27,4.38,4.15,4.57,4.57,4.35
Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.9,0,0,0,0,9.5,0,0,0,0,8.5,0,0,0,0,0,0,0,0,10.5,9.96,9.32,8.98,10.3,11.9,10.8,10.9,8.6,8.66,9.29,10.5,10.2
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.86,0,0,0,0,7.19,0,0,0,0,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.7,12.9,14.3,16,17.3,17.3,17.6,17,15.9,13.6,15.3,14.9,15.4,14.5,11.9,11.7,10.2,7.94,5.93,4.35,3.78,4.55,4.82,4.96,4.59,4.56,5.02,7.6,15.1,17.1,17.7,17.7,14.8,12.7,10.7,9.02,7.06
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,2.4,0,2.9,0,2.72,2.27,3.87,4.14,4.16,3.77,4.91,5.91,0,0,0,0,11,11.3,12,11.3,8.18,7.33,7.53,8.88,10.4,10.9,11.1,11.6,13,13.2,12.4,11.1,10.4,9.01,7.57,9.84,8.94,7.3,6.75,6.18,5.87,5.13,4.67,4.12
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.74,3.78,4.56,4.18,3.6,3.78,4.22,0,4.7,4.88,4.76,0,6.05,5.62,6.36,6.3,7.05,7.46,7.35,7.35,6.4,6.79,6.72,7.62,8.65,9.06,9.28,9.36,9.43,8.84,8.32,7.4,7.02,6.87,6.27,6.17,5.42,4.88,5.5,6.72,7.5,7.52,9.8,11.5,11.9,11.3,10.9,10.3
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,12.9,0,13.7,0,18.4,13.8,15.6,0,0,18.7,0,0,13.2,0,9.31,9.51,9.4,10.9,9.59,10.8,9.97,10.4,10,10,10.2,10.2,9.85,8.08,8.14,7.64,7.01,6.09,7.3,8.52,9.21,9.6,10.5,11.2,10.1,9.9,9.6,8.45
Japan,0,0,0,0,0,1.9,2.4,2.6,2.3,1.8,2.2,2.3,1.6,1.4,1.2,1.2,1.1,1.1,1.3,1.2,1.2,1.2,1.2,1.3,1.5,1.3,1.4,2,2.2,2.1,2.4,2.2,2,2.3,2.4,2.7,2.7,2.6,2.7,2.8,2.5,2.2,2,2,2.1,2.4,2.8,3.1,3.4,3.4,4.2,4.8,4.9,5.2,5.5,5.5,4.9,4.6,4.3,3.9,4.1,5.3,5.4,4.8,4.6,4.3,3.7,3.6,3.3,3
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,12.4,13.6,0,0,0,0,0,18.1,0,12.1,12,0,0,0,12.3,13.7,14,13.4,0,12.8,11.9,10.3,10.1,10.3,10.4,11,10.4,10.6,10.1,0,0,
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1.6,2.9,2.4,2.6,0,0,2.6,2.1,1.4,1.1,0.8,0.5,0.4,0.4,5.59,0,0,0,0,0,0,0,
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.6,0,0,0,0,6.7,0,0,0,0,0,0,0,0,0,9.9,0,0,0,0,0,0,0,
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5,5.8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.3,0,0,0,0,27.6,0,0,0,0,0,0,
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,0,0,0,0,1.69,0,0,0,0,0,0,2.35,0.82,0.78,0.76,0.76,0.81,0.83,0.96,1,0.9,1,0.8,1,1.1,1.04,1.41,0,0,0,1.9,1.2,0,
Kyrgyz Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2,0,0,0,0,0,0,7.41,7.71,7.58,7.69,7.43,7.03,6.54,6.18,
Lao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0.755,0,0,0,0,0,0,10.7
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,5.2,6.1,6.1,6.4,5.6,15.4,14.2,15,15.1,14.9,12.1,11.2,10.1,7.31,6.51,8.38,20.9,22.7,18.6,16.2,12.6,11.8,11.1,10.9,9.76
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.34,0,0,8.6,0,5.02,0,0,0,0,0,0,0,
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0,0,0,0,0,0,0,0,0,0,28.9,0,21.5,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,
Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9,0,0,0,0,
Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68,0,2.5,2.3,1.9,2,2.3,0,0,0,
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3,3.7,4.4,6.6,5.7,6.6,15.4,14.7,18.2,19.5,13.2,12.6,10.3,8.12,5.95,4.17,6.02,17.1,21.2,17.9,15.2,13.1,12.2,10.1,9.1,8.5
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.28,2.05,2.24,1.93,1.76,1.5,1.16,1.19,1.13,1.58,1.87,3,2.09,2.48,1.85,1.91,1.78,1.82,1.56,1.93,2.96,3.68,3.5,3.55,3.55,4.32,4.36,3.79,3.84,4.53,5.42,5.92,6.1,6.01,5.54
"Macedonia, FYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.6,14.8,15.3,15.8,16.3,16.5,16.9,18.3,19.4,20.1,22.1,23.6,25.8,31.9,35,33,32.5,31.9,30.5,29.5,31.7,37,36.7,36.5,35.3,34.5,33.5,31.8,31.9,31.8,31.5,29,27.6,26.7,24.4,22.7
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.73,5.3,0,3.42,0,1.58,0,0,0,0,3.25,0,0.571,0,0,0,0,
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4,5.4,0,0,0,0,0,0,0,4.94,0,0,0,
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,3.3,0,0,0,0,0,0,0,0,0,0,0,2.82,2.47,2.24,3.14,3.5,2.97,3.39,3.31,3.6,3.4,3.44,0,0,0,0,0,0,0,0,0,2.92,3.13,
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.59,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79,0,6.43,
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0,0,0,0,0,0,7.16,0,0,10.6,0,0,6.04,0,0,0,6.44,6.86,8.4,
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,8.4,6.9,4.8,4.3,4.1,4.4,4,4.4,5.2,4.8,4.3,5,5.8,6.1,6.3,6.23,6.7,6.26,6.4,6.92,6.27,6.11,5.78,5.57,6.51,6.7,5.97,5.72,6.47,6.1,5.51,4.38,4.51
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.02,0,0,0,0,0,0,0,12.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.87,0,0,0,0,0,
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.9,0,0,0,0,0,0,0,0,0,0,0,15.3,0,0,0,0,0,0,0,0,0,0,0,8.46,0,0,0,0,
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,3.45,3.68,7.61,4.6,5.6,6.1,7,8.1,7.95,6.48,4.02,5.68,5.77,5.42,5.21,4.1,4.33,4.48,5.37,4.93,4.93,5.36,5.28,4.52,4.87
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,0,0,2.52,2.67,2.88,3.97,6.04,4.45,2.97,2.87,1.95,2.19,2.15,2.52,2.61,3.08,3.36,3.38,3.41,3.78,5.36,5.37,5.19,4.89,4.89,4.79,4.23,3.83,3.31
Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,9.73,8.69,8.1,9.57,10,8.67,8.94,6.25,4.55,7.83,9.08,7.73,6.82,6.03,4.62,4.45,5.46,4.83
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6.2,7.1,0,0,0,7.2,5.92,5.58,7.13,5.07,4.25,4.02,5.15,5.39,8.41,6.98
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2,0,18.1,16.2,18.2,18.8,19.4,19.8,20,17.8,17.6,18.2,15.4
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4,12.8,15,14.2,15.1,12.8,14,0,18.7,15.8,15.1,17.5,14.3,13.8,12.5,11.4,11.6,11,11.1,9.35,9.58,9.33,8.84,8.94,8.37,8.76,9.1,9.49,9.11,8.81,
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,0,
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,1.22
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.6,0,0,17.9,0,0,23.2,0,0,19.1,0,0,0,19.3,0,0,0,32.5,0,20.3,0,14.7,17.3,16.7,0,21.8,
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,21.4,0,0,0,0,0,
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,1.6,0,0,0,0,3.2,2.6,0,0,
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,1.2,1.7,3,2.9,3.5,4.6,5.2,4.69,4.4,4.42,4.4,6.28,10.1,10.9,14.6,9.46,11.8,7.44,7.35,6.77,5.6,5.57,4.04,5.33,6.54,6.1,5.2,4.32,3.36,2.69,2.17,1.81,2.3,3.43,4.33,4.44,3.53,2.8,2.53,3.37,4.4,4.6,5.47,7.19,7.13,6.53,5.57,4.48
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.6,0.2,0.1,0.4,0.4,0.5,1.6,1.8,2.6,3.3,3.6,5.5,4.7,3.8,3.67,4.05,5.85,7.46,8.38,11.3,11.4,10.5,8.78,6.44,6.32,6.85,7.8,7.3,6.26,5.48,5.13,4.44,3.56,3.51,3.56,3.4,4.08,6.1,6.22,6.25,6.52,5.63,5.04,4.92,4.76,4.26
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,3.8,4.7,4.9,7.09,9.3,11.8,0,0,0,0,14.8,0,13.1,10.8,9.71,5.88,0,7.45,5.48,5.13,5.52,4.8,0,0,0,0,4.78,5.14,3.84,0,0,
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.56,0,0,0,0,0,1.72,0,0,0,3.4,0,4.6,0,0,0,0.4,0,0,0,0,0,
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.5,0,4.01,3.83,3.62,6.13,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.8,1.41,1.04,1.03,1.93,1.44,0.98,1.42,1.4,1.3,1.7,1.54,1.8,2.91,2.04,1.43,1.74,2.97,5.09,5.64,5.76,6.59,6.63,5.89,6.29,4.77,4.39,3.49,3.26,3.62,3.85,3.96,4.46,4.56,4.55,3.45,2.56,2.72,3.55,4.04,3.42,3.56,3.59,3.71,4.56,5.36,4.58
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0,0,0,1.8,
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27,3.18,3.2,3.21,4.54,4.41,4.21,4.18,3.34,2.92,2.74,2.81,4.19,3.79,3.36,3.41,3.71,3.61,3.91,4.09,3.85,5.54,5.31,6.24,6,6.22,5.96,0.642,0.434,0.396,0.58,0.656,0.831,0,2.82,1.77,2.8,0,
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.54,0,0,0,0,6.35,0,0,0,0,3.12,0,0,0,0,3.73,0,0,0,0,0,0,0,0,0,0,0,
Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1,24.2,20.1,14.3,11.6,13.7,27.1,33.5,26.8,28.1,23.8,24.4,22.3,27.2,24.1,23.1,19.2,20.5,20.6,23.9,22.4,22.2,22.3
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21,4.86,5.23,7.14,6.19,6.71,0,0,6.27,7.68,8.25,9.49,8.7,9.42,14,13.7,10.4,12.8,10.8,9.71,10.7,10.8,11.3,10.7,10.3,8.87,11.1,12.2,11.2,10.6,9.47,8.11,7.19,5.27,0,5.11,2.88,2.08,1.97,1.81,2.2,2.39,2.9,
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68,3.7,0,0,0,0,0,
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.59,3.61,0,5.41,9.79,9.12,5.11,6.3,6.46,4.84,6.21,6.13,5.36,5.96,5.57,4.89,3.1,7.82,4.53,0,0,6.78,0,7.91,5.85,5.27,3.88,4.4,3.43,3.42,4.67,3.62,3.49,3.1,3.97,3.82,4.29,4.26,4.06
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,6.05,6.5,4.81,7.5,8.4,0,0,6.38,6.8,6.55,7.49,7.24,7.16,5.7,4.91,4.52,4.85,3.85,3.87,3.64,3.86,3.19,3.29,2.77,2.98,2.87,3.03,3.5,3.42
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,4.88,4.59,3.14,3.58,3.18,2.59,2.4,0,3.19,3.51,3.58,3.69,5.21,4.8,4.95,8.05,7.65,7.32,6.3,9.26,8.89,8.45,8.85,8.85,7.86,8.15,9.82,9.69,10.9,3.5,11.2,3.33,3.35,3.54,3.88,3.25,3.54,3.68,3.49,3.44,3.36,3.29,3.52,0,2.6,2.46
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8,10.6,12.2,12.6,13.1,12.1,11,9.27,8.36,11.5,14.6,17,19.2,18.9,18.5,16.6,13,8.99,6.43,7.76,9.32,9.01,9.42,9.69,8.5,7.33,6.11,4.87
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,4.1,6,0,5.32,4.73,0,0,0,4.6,0,6.16,6.71,5.78,4.3,3.48,3.27,2.6,3.37,4.52,5.85,6.48,6.36,5.8,3.8,4.18,3.04,2.89,3.81,5.16,5.57,6.65,6.53,6.6,6.47,8.83,9.76,12.3,15.6,16,13.5,12.2,11,8.41
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86,0,0,0,2.25,0,0,1.05,0,0,0.22,0.14,0.14,0.14,0.17,0.14,0.1,0.0823,0.06,0.06,0.0607
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.2,8.6,8.1,7.67,7.51,5.7,5.18,5.77,6.86,7.49,7.04,8.55,7.43,9.02,7.78,8.22,7.23,6.68,7.67,7.57,7.74,7.35,7.71,7.35,7.53,6.59,5.6
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.5,5.94,8.29,9.68,10,12.1,13.5,13.2,10.8,9.34,8.14,8.46,8,7.31,7.42,6.35,6.46,8.91,7.88,6.97,5.79,5.76,5.48,5.82,5.76,5.36
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0.6,0,0,0,0,0.82,0,0,0,0,0,1.15,0,0,0,0,0,0,0,0,0,2.78,0,1.09,0,0,15.7
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,0,1.13,0,0,0,0,5.24,7.84,0,7.8,0,0,
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.7,0,0,0,3.9,3,3.2,2.8,2.7,2.1,2.4,2.3,2,2.6,1.6,1.5,2,1.9,1.8,1.6,1.7,0,1.52,1.4,0,1.69,1.24,0,0,2.35,2.13,0,3.36,3.94,4.28,4.42,3.52,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.44,0.7,0.48,0.4,0.23,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0,0,12.5,9.71,12.1,10.2,11.1,10.8,11.1,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,0,0,0,0,0,0,3.69,3.78,3.87,4.21,4.36,4.49,4.6,4.71,4.21,3.54,3.53,0,3.35,2.92,2.78,2.86,2.44,2.51,3.22
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94,0,0,0,0,7.92,0,0,0,6.62,0,
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.1,16.8,17.9,15.8,11.9,14.8,18.4,22.4,23.3,20.9,18.3,17.1,14.6,12.8
