geo,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Malaysia,0,0,0,0,0,0,8.7,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,51.4,0,0,0,48.3,50.1,0,0,0,0,55.1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,52.2,0,0,
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,42,0,0,0,0,39,0,0,0,0,34.7,0,0,0,0,0,0,0,
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0,0,0,0,6.7,0,0,0,0,8.1,0,0,0,0,8.2,0,0,0,9.8,0,0,10.3,0,15.6,0,
Malta,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Marshall Islands,0,0,0,0,0,0,0,0,0,22.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,34,0,0,0,0,0,44.6,0,0,0,0,0,0,0,0,0,
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9.3,0,0,0,11.4,0,0,0,17.8,0,
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.7,0,0,0,0,0,0,0,0,0,74.6,0,0,0,0,0,74.6,0,0,0,0,0,0,0,0,0,0,75.8,0,0,0,0,0,0,0,0,0,0,0,63.8,0,0,
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.3,40,37.8,0,0,47.7,0,0,0,0,52.7,0,0,0,0,63.1,0,0,66.5,0,68.4,0,0,70,0,0,74.5,73,73.7,70.9,0,0,72.5,0,0,0,0,72.3,66.9,0,
"Micronesia, Fed. Sts.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,23,0,0,0,0,55,0,0,0,0,0,0,0,
Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.7,0,0,62.4,0,0,0,0,67.8,0,0,0,0,0,0,59.5,0,0,0,0,
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,0,0,0,59.9,0,67.4,0,0,69,0,66,0,0,55.2,0,54.9,0,0,0,54.6,0,0,
Montenegro,0,0,0,0,0,0,0,0,0,49.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.7,0,0,0,0,39.4,39.4,0,0,0,0,0,0,23.3,0,0,0,
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4,0,0,0,25.5,0,0,35.8,0,0,0,0,41.5,0,0,50.3,0,58.4,0,0,0,0,0,0,63,0,0,0,0,0,0,67.4,0,0,0,0,0,
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6,0,0,0,0,0,25.5,0,0,0,0,16.2,0,0,11.6,0,0,0,27.1,0,
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,16.8,0,0,0,0,0,32.7,0,0,0,37,0,34.3,0,0,0,41,0,0,46,0,0,0,0,0,52.2,
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.9,0,0,28.9,0,0,0,0,0,0,0,43.7,0,0,0,0,0,0,55.1,0,0,0,0,0,56.1,0,0,0,
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.6,0,0,0,0,0,0,0,0,0,
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,6.8,0,0,0,0,15.1,0,0,0,0,0,24.1,0,0,0,28.5,0,0,0,37.3,39.3,0,0,38.3,0,48,0,0,0,0,49.7,0,0,49.6,0,52.6,
Netherlands,0,0,0,0,0,0,0,0,59,0,0,0,0,0,75,0,73,0,0,0,0,76.9,0,0,72,0,0,76.2,0,0,0,0,78.5,0,0,0,0,75,0,0,0,0,75,0,0,0,0,75,0,0,0,0,73,0,0,0,
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,48.7,0,0,0,0,60.3,0,0,68.6,0,0,0,0,0,72.4,0,0,0,0,80.4,0,0,0,0,
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,8.2,0,14,0,0,0,0,0,11.2,0,0,0,18,0,13.9,0,0,0,16.9,18.9
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8,0,0,0,0,0,0,0,6,0,0,0,13.4,0,0,0,0,15.3,0,0,0,12.6,0,0,0,14.7,14.6,0,0,14.1,13.5,15.1,0,0,20.4,13.4
North Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.9,61.9,0,0,0,62,67.3,0,0,0,0,68.6,0,0,0,0,0,0,0,70.6,0,0,0,78.2,0,0,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,73.8,0,0,0,0,0,0,0,0,86.5,0,0,0,0,0,0,88.4,0,0,0,0,0,0,0,0,0,0,0,
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,23.7,0,0,0,0,31.7,0,0,0,0,0,0,0,24.4,0,0,0,0,0,29.7,0,0,
Pakistan,0,0,0,0,0,0,0,0,5.5,0,0,0,0,0,5.4,0,0,0,0,3.3,0,0,0,0,9.1,0,0,0,0,14.5,11.8,0,21.9,0,17.8,13,23.9,0,17,0,27.6,0,32.1,0,0,26,29.6,27,0,0,0,29,35.4,0,0,0,
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.2,0,0,32.8,0,0,0,21,0,0,22.3,0,0,0,0,0,0,
Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.2,0,0,0,51.4,0,0,0,50.6,0,0,50.2,0,0,52.5,0,0,0,57.2,0,0,
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.9,0,0,60.6,0,0,0,0,0,58.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2,0,0,0,62.8,0,0,0,
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.9,25.9,0,0,0,0,0,0,0,0,0,32.4,0,0,0,0,0,0,0,0,0,
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,0,37.7,0,0,0,0,0,0,0,44.8,0,0,48.4,0,0,0,0,0,55.9,0,61.8,0,0,0,0,0,72.8,0,0,0,79.4,0,0,0,0,0,0,0,68.4,
Peru,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,31.4,0,0,41,0,0,0,0,45.8,0,0,0,0,0,59,0,0,0,64.2,0,0,0,68.9,0,0,0,70.5,0,71.3,0,72.4,73.2,74.4,75.4,75.5,74,74.6,74.6,76.2,
Philippines,0,0,0,0,0,0,0,15.4,0,0,0,0,0,0,0,0,0,36.2,0,0,0,0,0,0,0,43.6,0,36.2,0,0,0,0,40,0,50.7,48.1,47,47.8,49.3,47,49.5,48.8,48.9,49.3,49.3,50.6,0,50.7,0,0,48.9,0,55.1,0,0,0,
Poland,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.6,0,0,0,0,0,
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.8,0,0,0,0,0,0,0,0,86.8,0,0,0,0,0,0,0,73.9,0,0,
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.3,0,0,0,0,0,0,0,0,0,0,43.2,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.3,0,0,0,0,0,63.8,0,0,0,0,70.3,69.8,0,0,0,0,0,0,0,0,0,0,0,
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.5,66.8,63.4,65.3,0,0,0,0,0,0,0,68.5,0,0,63.2,0,0,0,68,0,0,0,0,0,
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,21.2,0,0,0,13.7,0,0,0,13.2,0,0,0,0,17.4,0,0,36.4,0,51.6,0,0,0,0,53.2,0,
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,42.6,0,24.5,0,0,0,0,0,0,0,0,0,0,28.7,0,0,0,0,26.9,0,0,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,0,0,30.7,0,0,38.4,0,0,0,0,40.6,0,0,
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.8,31.8,0,20.8,0,0,0,0,0,0,0,23.8,0,0,0,0,0,0,0,0,24.6,
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,7.5,0,0,0,12.9,0,10.5,0,0,0,0,0,11.8,0,0,0,0,0,13.1,0,17.8,22.2,23.3,25.1,
Serbia,0,0,0,0,0,0,0,0,0,51.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7,0,0,0,0,0,41.2,0,0,0,60.8,0,0,0,58.4,0,0,
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,4.3,0,0,0,0,5.3,0,0,8.2,0,11,0,0,16.6,0,0,0,
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,60.1,0,0,0,71.3,0,0,0,0,74.2,0,0,0,0,67,0,0,0,0,65,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,79.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovenia,0,0,0,0,0,0,0,0,0,70.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,6.8,0,0,0,0,0,34.6,0,0,0,0,0,0,0,29.3,0,
Somalia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9,0,0,0,0,0,0,14.6,0,0,0,0,0,0,0,0,0,0,
South Africa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,49.7,0,57,0,0,0,0,0,0,0,56.3,0,0,0,0,59.9,0,0,0,0,0,0,0,0,0,0,0,0,54.6,
South Korea,0,0,0,0,16,20,0,0,0,0,24.5,0,0,34.9,0,44.2,0,0,54.5,0,0,57.7,0,0,70.4,0,0,77.1,0,0,79.4,0,0,77.4,0,0,80.5,0,0,79.3,0,0,84.5,0,80.2,79.6,0,0,80,0,0,77.1,0,0,79.6,0,
South Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,4,0,0,0,0,0,0,
Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.1,0,0,0,0,0,0,0,59.4,0,0,0,0,0,0,0,0,0,81.1,0,0,0,71.7,0,0,0,0,0,0,65.7,0,0,0,0,0,0,0,72.7,0,70.9,
Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2,34.4,0,48.6,0,0,0,0,57.8,0,0,0,0,61.7,0,0,0,0,0,66.1,0,0,0,0,0,0,70,0,0,0,0,0,0,68.4,0,0,0,0,0,0,0,0,61.7,
St. Kitts and Nevis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,54,0,0,0,0,0,0,0,0,
St. Lucia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.2,52.2,0,0,0,0,0,47.3,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,0,0,0,0,
St. Vincent and the Grenadines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,55.5,0,0,0,0,0,58.3,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,
Sudan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,0,0,0,0,0,0,0,0,8.7,0,0,9.9,0,0,0,0,0,7,0,0,0,0,0,0,9.5,0,0,0,9,0,0,0,12.2,0,0,
Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,42.1,0,0,0,0,0,45.6,0,0,0,47.6,0,0,0,0,0,0,
Swaziland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.8,19.8,0,0,0,0,0,0,0,0,0,0,27.7,0,40.1,0,0,0,0,50.6,0,0,65.2,0,0,0,66.1,0,0,
Sweden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.9,0,0,0,0,
Syria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.6,0,0,0,0,0,0,45.3,46.6,0,0,0,0,58.3,0,0,0,53.9,0,0,0,0,0,0,
Tajikistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,0,0,25.3,24.6,37.9,28.5,37.1,0,0,0,0,27.9,0,0,0,0,
Tanzania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,20.4,0,18.4,0,0,25.4,0,0,0,0,28.2,26.4,0,0,0,0,34.4,0,0,0,0,0,38.4,
Thailand,0,0,0,0,0,0,0,0,0,14.8,0,0,26.3,0,36.7,0,0,53.4,53.4,0,59,0,0,64.6,0,0,65.5,0,66.2,0,0,0,73.9,0,0,75.2,72.2,0,0,79.2,77.8,0,0,0,71.5,71.5,0,0,79.6,0,0,79.3,0,0,0,78.4,
Timor-Leste,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,22.6,0,0,26.7,0,0,0,8,0,10,0,0,0,19.8,0,0,22.3,0,0,0,0,0,26.1,
Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.9,0,0,0,0,0,0,0,0,0,23.5,0,25.7,0,0,0,0,0,16.8,0,0,0,15.2,0,0,0,19.9,0,0,
Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,32.8,33,0,23,0,0,0,23.9,0,0,0,31.5,0,34.1,0,0,0,0,
Trinidad and Tobago,0,0,0,0,0,0,0,0,0,0,43.6,0,0,0,0,0,60.2,0,0,0,0,0,0,0,0,0,52.7,0,0,0,0,0,0,0,0,0,0,0,0,38.2,0,0,0,0,0,42.5,0,0,0,0,40.3,0,0,0,0,0,
Tunisia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4,0,0,0,0,41.1,0,0,0,0,49.8,0,0,0,0,0,0,60,0,0,0,0,65.5,62.6,0,0,0,0,60.2,0,0,0,0,0,62.5,0,0,0,0,
Turkey,0,0,22.1,0,0,0,0,31.6,0,0,0,0,36.8,0,0,0,0,50.4,0,0,0,0,50.6,0,0,0,0,63.4,0,0,0,0,62.6,0,0,0,0,63.9,0,0,0,0,71,0,0,0,0,73,73,0,0,0,73.5,0,0,0,
Turkmenistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.8,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,50.2,
Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,31.6,0,0,0,0,30.5,0,0,0,0,0,0,0,0,0,
Uganda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,14.8,0,0,0,0,0,22.8,0,0,0,19.7,23.7,0,0,0,0,30,0,0,27.2,34.3,39,38.4
Ukraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.5,71.6,0,0,0,0,65.6,0,66.7,0,0,0,0,65.4,0,0,0,0,
United Arab Emirates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,83,0,0,81,0,0,69,0,70,0,82,0,82,82,0,83,82,76,80,83,80,84,82,82,84,82,84,0,0,0,0,0,0,0,
United States,0,0,0,0,66.5,0,0,0,0,67.6,0,0,69.6,0,79,67.7,0,0,0,0,0,69.5,0,0,0,0,0,74.3,0,70.7,0,0,0,0,76.4,0,0,0,0,0,0,72.8,0,0,0,0,77.1,77.1,0,76.4,0,74.1,0,72.7,0,0,
Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,77,78,0,0,0,0,0,0,0,0,0,79.6,0,
Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.6,0,0,0,67.2,0,67.7,0,0,0,64.9,0,0,0,0,0,0,0,0,0,0,
Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.4,0,0,0,0,0,0,15,0,0,0,39,0,0,0,28,0,0,0,0,0,0,0,38.4,0,0,0,0,0,49,0,0,0,
Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,70.3,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,
Vietnam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,58,0,53.2,0,0,0,0,0,65,0,0,75.3,71.9,0,74.2,73.9,78.5,75.3,75.7,76.8,75.7,79,79.4,0,78,77.8,76.3,77.3,75.7,75.7,0,
Yemen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,0,0,20.8,0,0,0,0,0,23.1,0,0,27.7,0,0,0,0,0,0,33.5,0,0,0,
Zambia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.2,0,0,0,25.9,25.9,0,22,0,0,34.2,0,0,0,0,40.8,0,0,0,0,0,0,49,0,0,
Zimbabwe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.4,0,0,0,43.1,43.1,0,0,0,0,48.1,0,0,0,0,53.5,0,0,0,0,0,0,60.2,0,0,64.9,0,58.5,0,0,66.9,66.8,0,
