geo,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Indonesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,1.14,1.76,0,2.24,0,3.36,0,0,2.01,2.56,2.43,2.71,0,2.64,2.9,2.82,0,0,0,5.43,0,6.12,6.84,6.71,7.37,7.85,8.31,9.18,10.1,9.29,9.91,8.1,6.7,6.39,5.57,4.78,4.27,3.88,4.43,3.87,3.92
Iran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.5,0,0,0,0,24.4,0,0,0,0,13.4,0,0,0,0,0,0,0,0,18.2,16.1,15.9,16.3,16.7,20.1,20.7,20.5,19.8,19.2,19.5,20.7,19.9
Iraq,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.44,0,0,0,0,12.4,0,0,0,0,
Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1,9.9,15.9,17.4,19.2,19.5,19,18.4,16.5,15,16.6,15.3,15.8,14.7,12.1,11.8,10.2,7.34,5.62,4.27,3.55,3.75,4.01,3.83,4.01,4.21,4.93,5.7,9.51,11.4,12.5,12.8,12.4,10.9,8.9,7.59,6.29
Israel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,4.39,0,4.61,0,4.7,3.69,5.84,6.28,5.94,5.24,6.97,7.02,0,0,0,0,14.1,16.4,17.1,14.9,12.3,10.7,9.69,10.9,11.2,11.5,11.2,12,12.7,13.8,13.8,11.6,11,9.81,7.86,9.18,7.95,6.95,6.98,6.24,5.92,5.39,4.94,4.32
Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.63,9.51,10.9,11.6,9.58,10.5,12,0,12.6,13.3,13.1,0,14.8,14.3,15.3,15.3,17,16.6,17.4,17.3,15.7,15.7,13.9,14.8,15.3,16.1,16.2,16.4,16.5,16.3,14.9,13,12.6,11.9,10.2,10,8.77,7.84,8.5,9.22,9.6,9.54,11.8,13.1,13.8,12.7,12.8,12.4
Jamaica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,32.6,0,35.2,0,62,38,39.4,0,0,56,0,0,36.9,0,23.1,22.8,22.2,22.4,21.7,22.5,23,23.4,22.1,22.8,22.3,20.9,19.6,16.3,17.3,15.8,14.5,14.3,14.6,14.8,16.2,17.2,18.1,20.1,18.1,17.9,17.4,15.4
Japan,0,0,0,0,0,1.9,2.1,2.3,2.3,2,1.9,2,1.7,1.6,1.5,1.3,1.3,1.3,1.4,1.4,1.1,1.1,1,1.1,1.3,1.2,1.3,1.7,1.7,1.8,2,2,2,2.1,2.3,2.6,2.8,2.7,2.8,2.8,2.6,2.3,2.2,2.2,2.2,2.6,3,3.2,3.3,3.4,4,4.5,4.5,4.7,5.1,4.9,4.4,4.2,3.9,3.7,3.8,4.8,4.6,4.14,4,3.7,3.4,3.1,2.8,2.7
Jordan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,0,0,22.3,25.4,0,0,0,0,0,30,0,29.9,24.3,0,0,0,21,20.5,21.9,20.8,0,25.9,25,25.6,24.4,24.1,21.7,21.2,19.9,22.2,20.7,0,0,
Kazakhstan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4,2.7,5.6,5.5,5,0,0,3.2,3.1,2.3,1.9,1.6,1.3,0.9,0.8,7.54,0,0,0,0,0,0,0,
Kenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.2,0,0,0,0,13.3,0,0,0,0,0,0,0,0,0,9.4,0,0,0,0,0,0,0,
Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.1,11.7,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,0,34.1,0,0,0,0,0,0,
Kuwait,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,2.59,0,0,0,0,0,0,1.46,0.46,0.48,0.53,0.57,0.65,0.64,1.66,2.2,2.9,3.1,2.9,3.1,3.73,3.39,2.8,0,0,0,4.9,4.4,0,
Kyrgyz Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,9.76,9.94,9.85,9.47,9.66,9.49,9.02,8.74,
Lao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,1.36,0,0,0,0,0.661,0,0,0,0,0,0,7.82
Latvia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,6.4,6.9,7,8.1,8.5,13.5,13.4,13.4,12.5,12.8,12,12.3,9.97,6.74,5.57,7.08,14.1,16.3,13.8,14,11.1,9.84,8.64,8.4,7.68
Lebanon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.51,0,0,10.1,0,10.4,0,0,0,0,0,0,0,
Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,46.5,0,33.1,0,0,0,0,0,0,0,0,38.8,0,0,0,0,0,0,0,0,
Liberia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29,0,0,0,0,0,0,
Libya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.1,0,0,0,0,
Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.53,0,3.3,3.1,3,3.2,3.1,0,0,0,
Lithuania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,3.3,4.5,8.1,6.7,6.9,11.9,12.1,13.6,14.1,12.8,13.2,11.1,8.53,5.61,4.33,5.63,10.5,14.5,12.9,11.6,10.5,9.22,8.16,6.65,5.68
Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.02,3.77,4.32,3.98,3.75,2.93,2.39,2.4,2.12,2.78,3.13,4.29,4.38,4.66,3.64,4.16,3.33,3.14,2.17,3.63,4.71,7.09,5.82,6.25,4.71,6.03,6.13,5.09,6.26,5.91,6.38,5.77,7.34,6.63,5.5
"Macedonia, FYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.8,31.1,30.6,30.9,30.2,29.1,28.2,28.8,29.7,31.3,32.5,33.7,36.4,41.7,44.5,40.8,37.6,33.3,34.9,32,32.3,36.3,37.8,38.4,37.2,35.5,34.2,32.8,32.2,30.8,30.3,29,28.6,25.1,22.7,21.8
Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.88,5.4,0,5.55,0,3.15,0,0,0,0,5.31,0,0.627,0,0,0,0,
Malawi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,6.93,0,0,0,
Malaysia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,4.7,0,0,0,0,0,0,0,0,0,0,0,3.78,2.6,2.84,3.31,3.29,3.06,3.79,3.77,3.64,3.81,3.71,0,0,0,0,0,0,0,0,0,3.39,3.92,
Maldives,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31,0,0,0,0,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,5.91,0,5.63,
Mali,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,0,0,0,0,0,0,10.9,0,0,12.8,0,0,11.1,0,0,0,6.3,8.74,11.4,
Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,7.2,6.2,3.1,3.1,2.3,2.3,2.6,3,2.5,2.2,2.3,2.9,2.8,2.5,2.6,6.53,8.06,8.3,9.88,8.25,8.36,8.32,7.9,6.78,7.63,7.13,7.13,7.31,6.25,5.33,5.2,5.21,4.66
Marshall Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,0,0,0,0,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,
Mauritania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.8,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,
Mauritius,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,4.22,5.2,13.6,8.2,8.5,8.5,9,9.21,11.6,11.7,9.45,13.4,16.3,15.5,14.4,12.7,12.3,12.9,11.1,11.7,11.1,10.8,10.7,10.4,10.7
Mexico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,0,0,4.22,4.04,3.95,4.84,8.61,6.87,6.13,4.92,3.54,3.27,3.27,3.5,3.63,4.7,3.9,3.88,3.99,4.03,5.35,5.18,5.13,4.88,4.96,4.85,4.45,3.91,3.6
Moldova,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.88,7.2,5.88,5.54,6.36,6.34,5.99,5.73,3.86,3.38,4.89,5.74,5.59,4.29,4.14,3.07,2.92,2.89,3.34
Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.68,
Mongolia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,0,0,0,0,6.2,6.4,0,0,0,7.1,5.18,6.16,5.9,4.43,3.53,4.46,4.41,4.26,5.9,5.66
Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5,0,20.9,18.4,20.6,20.8,20,20.2,18.8,18.2,16.1,17.1,16.9
Morocco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.5,17.3,19.8,20.4,22.6,24.7,21.2,0,32.2,22.9,21.2,24.4,13.6,13.5,13.3,12.8,13.2,11.9,11.6,9.42,9.4,9.44,9.28,9.48,10.8,9.84,9.51,10.3,10.4,10.7,
Mozambique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,
Myanmar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898,0,2.01
Namibia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.6,0,0,21.1,0,0,25.9,0,0,21.6,0,0,0,25,0,0,0,43,0,24,0,19,20.7,20.4,0,25,
Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.6,0,0,0,0,0,0,0,0,25.5,0,0,0,0,0,
Nepal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,0,0,0,0,0,0,0,0,1.09,0,0,0,0,3.4,3.4,0,0,
Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.9,1.3,2,2.5,3.3,9.4,5.9,8.9,7.5,10.2,5.2,11.4,8.9,13.7,13.3,12.4,12.3,14,12.6,11.8,10.9,9.91,7.79,7.69,8.05,8.66,8.11,7.14,5.81,4.85,3.46,2.52,2.89,3.79,5.04,5.07,4.36,3.63,3.01,3.46,4.51,5.41,6.23,7.3,7.75,7.27,6.51,5.25
New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.4,0.2,0.1,0.4,0.6,0.8,2.2,2.4,3.3,4.2,4.6,6.2,5.5,4.3,4.89,4.43,5.67,7.1,7.46,9.77,9.74,8.96,7.81,6.49,6.25,6.86,7.61,6.69,5.98,5.38,5.47,5.11,4.52,4.14,4.2,3.96,4.26,6.14,6.93,6.76,7.39,6.96,6.54,5.86,5.47,5.2
Nicaragua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,6.5,8,8.3,11.7,15.1,19.5,0,0,0,0,17.5,0,15.5,12.8,11.5,7.72,0,7.83,7.88,5.77,4.98,5.04,0,0,0,0,5.73,5.45,5.61,0,0,
Niger,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.11,0,0,0,0,0,0.93,0,0,0,2.7,0,0.5,0,0,0,0.224,0,0,0,0,0,
Nigeria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,3.38,5.35,5.05,8.03,
Norway,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8,0.8,2.12,2.42,2.27,2.88,2.24,2.19,2.37,1.4,1.3,1.7,1.93,2.35,3.11,3.02,2.45,2.59,3.29,4.59,4.79,4.98,5.08,5.17,4.7,6.33,5.34,5.02,4.02,3.23,3.28,3.61,4.09,3.96,3.92,4.19,3.34,2.42,2.36,2.6,2.94,2.99,2.63,3.23,3.23,4,3.91,3.69
Oman,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,8.09,0,0,0,0,0,0,0,13.7,
Pakistan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.8,15.4,8.41,8.45,2.32,2.15,1.58,1.98,1.07,0.68,0.62,0.73,16.3,14,9.85,9.11,14,12.5,17.1,15,13.7,15.8,15.5,16.4,15.3,12.9,12.1,0.324,0.245,0.533,0.359,0.639,0.67,0,3.42,2.01,6.11,0,
Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13,0,0,0,0,8.06,0,0,0,0,3.53,0,0,0,0,4.86,0,0,0,0,0,0,0,0,0,0,0,
Palestine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19.3,20,15,13,12.4,13.8,17,18.2,20,22.2,20.5,19.1,24.2,26.4,26.8,28.4,32.9,35,38.4,39.1,44.8,47.4
Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4,10.3,10.4,12.8,12.4,13.5,0,0,13.3,14.5,14.2,18.5,14.5,16.8,21.4,21.6,14.5,22.6,22.3,20.2,20.4,20.1,20,18.1,20.8,16.9,18,19.3,19.2,18.8,17.4,13.9,12.4,9.27,0,8.85,5.07,2.68,3.03,3.06,3.49,3.9,3.92,
Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,1.44,0,0,0,0,0,
Paraguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43,4.82,0,5.91,5.89,4.81,5.16,5.85,4.34,4.56,5.46,6.36,4.72,3.67,4.38,3.72,3.7,8.6,6.83,0,0,8.88,0,11.8,8.32,8.36,6.25,6.65,6.61,5.96,6.65,6.05,6.36,5.43,4.95,6.76,4.93,6.71,5.42
Peru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89,0,0,11.5,7.33,12.5,12.4,0,0,8.07,8.84,9.28,8.6,7.48,8.77,5.92,4.65,5.37,4.87,4.75,4.55,4.53,3.95,3.8,3.62,3.49,3.54,3.07,2.96,3.57,3.5
Philippines,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.61,6.35,5.11,3.35,4.3,7.78,8.57,6.73,0,7.48,8.56,8.59,6.73,10,8.14,8.86,10.9,9.52,10.3,12.7,12.8,11.5,10.7,10.6,10.7,9.75,9.82,11,10,11.6,4.02,12,3.84,3.89,4.2,4.33,3.72,4.01,4.13,3.79,3.83,3.73,3.82,3.72,0,2.87,2.7
Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1,13.5,14.7,15.6,16,14.7,13.9,13,11.8,13.2,18.3,20,20.7,19.9,19.8,19.1,14.9,10.3,7.95,8.66,10,10.4,10.9,11.1,9.59,7.71,6.23,4.91
Portugal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,5.2,7.1,0,11.8,12.6,0,0,0,12.2,0,11.2,11.5,9.6,8.34,7.35,6.48,5.62,4.76,6.27,7.77,7.78,8.44,7.49,5.69,5.06,4.73,4.95,5.31,7.25,7.18,8.63,8.9,9.49,8.75,10.1,11.9,13,15.5,16.4,14.3,12.7,11.2,9.35
Qatar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,0,0,0,12.9,0,0,3.89,0,0,2.64,1.69,1.92,2.7,3.32,2.82,1.58,1.2,0.82,0.7,0.616
Romania,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7.84,12.9,8.74,8.59,7.5,5.89,5.47,5.53,6.38,6.01,7.59,6.38,6.15,6.43,6.11,5.41,4.67,5.84,6.17,6.46,6.08,6.31,6.09,5.85,4.98,4.04
Russia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.1,5.82,7.95,9.2,9.3,11.5,13,12.9,10.4,8.6,7.6,7.95,7.52,6.93,6.69,5.64,5.94,7.67,6.84,6.09,5.07,5.14,4.82,5.31,5.35,5.05
Rwanda,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0.2,0,0,0,0,0.35,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,4.04,0,1.24,0,0,19.4
Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,0,1.63,0,0,0,0,6.82,10.3,0,10.3,0,0,
San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9,10.9,0,0,0,12,12.5,12,10.9,10.5,9.5,9.7,6.9,7.1,8.1,7.4,7,8.8,7.3,6.9,4.6,4.1,0,4.81,5.36,0,2.55,2.03,0,0,6.26,7.29,0,7.47,8.7,9.47,10.9,10,
Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0.69,0.8,0.65,0.57,0.49,0,0,0,0,0,0,4.9,0,0,0,0,0,0,0,0,17.8,24.9,25,24.8,23.6,24.6,24.5,0,0,0,0,0,0,0,0,0,0,
Saudi Arabia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,0,8.15,9.34,9.14,11.5,12.5,13.4,14.1,14.7,14.2,13.8,15.9,0,19.2,20.5,20.7,22,21.4,21.1,21.3
Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.6,0,0,0,0,13.4,0,0,0,7.49,0,
Serbia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.9,26.2,24.7,21,16,17.9,20.2,23.7,25,23.8,20.4,19,16.1,14.3
Seychelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8,2.7,20.5,16.2,16.6,21,28,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,0,4.48,0,0,3.9,4.79,4.23,3.73
Sierra Leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,0,0,0,0,0,0,3.88,0,0,
Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,5.07,3.13,3.13,2.21,2.14,1.99,2.06,2.8,4.32,5.83,4.32,2.77,2.05,0,2.21,3.18,3.41,3.45,3.45,3.87,2.6,3.68,5.21,6.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Slovak Republic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9,11.7,11.8,14.1,13.8,12.7,12.8,12.5,15.9,18.6,18.6,18.8,17.3,19.6,17.2,14.7,12.7,10.9,12.8,14.6,13.6,14.5,14.5,13.6,12.9,10.8,8.41
Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,1.7,2.3,3.1,4.8,5.95,10.8,13.5,6.93,6.82,6.65,6.95,7.47,7.47,7.06,6.01,6.27,7.02,6.4,7.03,7.19,5.83,4.82,5.8,7.02,8.17,9.37,10.9,10.5,10,8.59,7.47
